date,ADA,BTC,DOGE,ETC,ETH,XRP
2018-04-11,0.36137802,-0.469413418,0.110394552,0.700599733,0.461025142,0.384351161
2018-04-12,0.704495348,-0.218485161,0.364269577,0.918671988,0.731689767,0.653228608
2018-04-13,0.617602096,-0.21665688,0.48868097,0.841353696,0.730796132,0.681402719
2018-04-14,0.619985886,-0.192057978,0.586568106,0.899061711,0.768718986,0.663615363
2018-04-15,0.772496504,-0.098635258,0.852442199,0.999901129,0.899815849,0.815333706
2018-04-16,1.034312461,-0.172322871,0.861283618,0.9122925,0.810658344,0.757367355
2018-04-17,0.938351893,-0.214986655,0.961696874,0.905746172,0.774860958,0.73819088
2018-04-18,1.061752045,-0.143781364,1.383558856,1.120032535,0.869830572,0.894878111
2018-04-19,1.150991958,-0.108117519,1.64374918,1.226350248,1.056776913,1.145112431
2018-04-20,1.365525689,0.042156719,1.687324744,1.400014621,1.264235595,1.544338082
2018-04-21,1.286311063,0.055712231,1.384190386,1.26833096,1.219459544,1.389570306
2018-04-22,1.248846192,0.030339549,1.463763155,1.2825603,1.290876404,1.380205051
2018-04-23,1.270664189,0.065330462,1.42776595,1.517191845,1.38061065,1.400279481
2018-04-24,1.451876833,0.274213453,1.628592462,1.762294158,1.665194522,1.575423016
2018-04-25,1.145763956,0.042132239,1.182100814,1.253130808,1.26292566,1.171119999
2018-04-26,1.31389917,0.160867504,1.519337787,1.597810899,1.468493033,1.327228681
2018-04-27,1.270783007,0.080635227,1.389874155,1.527649022,1.400060055,1.21113025
2018-04-28,1.786045664,0.179115187,1.348824711,1.690246131,1.559012233,1.361549872
2018-04-29,1.83938762,0.198351647,1.413240762,1.704309184,1.581580278,1.388590992
2018-04-30,1.677950784,0.149707036,1.255989814,1.682992912,1.499354335,1.283608528
2018-05-01,1.792127672,0.116590704,1.21430884,1.669817459,1.515355237,1.294061575
2018-05-02,1.894066282,0.14844552,1.295776198,1.681786192,1.574067746,1.347357351
2018-05-03,1.873934019,0.286845379,1.528179206,1.832872514,1.974827326,1.423810138
2018-05-04,1.803185193,0.27510165,1.293250079,1.783000482,2.001203661,1.456883832
2018-05-05,1.848900505,0.317986286,1.237043916,1.833330044,2.133480077,1.485995072
2018-05-06,1.727728194,0.262578819,1.104422635,2.191587782,2.030208341,1.384511019
2018-05-07,1.61748716,0.185798749,1.007798558,1.954820311,1.8628414,1.267647216
2018-05-08,1.566811187,0.148145907,1.314722096,1.7925003,1.859076528,1.211386378
2018-05-09,1.531470191,0.172766362,1.182100814,1.657917931,1.856552226,1.17544706
2018-05-10,1.334647802,0.096136365,1.041269643,1.414868332,1.748123089,1.043447582
2018-05-11,1.060162851,-0.068014818,0.720452448,1.134927436,1.541263251,0.822607749
2018-05-12,1.140402284,-0.050740213,0.790552268,1.193730805,1.569292097,0.858125209
2018-05-13,1.251482471,0.008945127,0.69961196,1.273836855,1.775098003,1.005814804
2018-05-14,1.158982484,0.006996841,0.782342379,1.281991681,1.762315547,0.991200426
2018-05-15,1.060370783,-0.049244275,0.817076524,1.209513445,1.668286954,0.863708805
2018-05-16,1.032299978,-0.087812721,0.734977636,1.140044867,1.660388428,0.910393458
2018-05-17,0.937906324,-0.162609249,0.610566243,1.039718593,1.511208609,0.769459623
2018-05-18,0.951867466,-0.119926439,0.502574628,1.172594966,1.605375928,0.808583972
2018-05-19,0.934987852,-0.120959121,0.672456174,1.131626673,1.614758058,0.797793438
2018-05-20,1.03052513,-0.048462246,0.758975772,1.194771239,1.696472263,0.868698787
2018-05-21,0.97634402,-0.074145452,0.662983226,1.128603424,1.62643443,0.812480135
2018-05-22,0.794908591,-0.176924971,0.397740662,0.960736051,1.403135546,0.703942008
2018-05-23,0.634986687,-0.308790809,0.233542885,0.750679796,1.124858579,0.565412766
2018-05-24,0.680404953,-0.300747412,0.175442133,0.855291791,1.203670963,0.663051881
2018-05-25,0.618515511,-0.329956396,0.184915081,0.783104938,1.138517325,0.599785181
2018-05-26,0.588157454,-0.363813913,0.152707056,0.792327658,1.140885689,0.60492884
2018-05-27,0.565804776,-0.360451511,0.128077389,0.785781607,1.077506077,0.590383767
2018-05-28,0.426386441,-0.423727822,0.003034467,0.67406881,0.831864438,0.422899975
2018-05-29,0.637340773,-0.332013645,0.136287278,0.787986738,1.045928914,0.570375628
2018-05-30,0.696400857,-0.350015863,0.083870295,0.784963351,1.02078018,0.584164369
2018-05-31,0.800894059,-0.326133664,0.111657612,0.799400721,1.099093794,0.604669698
2018-06-01,0.780791501,-0.313251084,0.127445859,0.828747,1.109495173,0.637038287
2018-06-02,0.819667339,-0.285458877,0.212702398,0.870810925,1.16052571,0.697565921
2018-06-03,0.822726908,-0.264533033,0.296064346,0.930293863,1.27556065,0.781196325
2018-06-04,0.71770645,-0.32060239,0.19628262,0.78886047,1.165630961,0.751726506
2018-06-05,0.765642177,-0.288099254,0.273329269,0.830799576,1.236410334,0.798703447
2018-06-06,0.730397721,-0.282589799,0.357322748,0.791370714,1.226959103,0.792020005
2018-06-07,0.696222629,-0.275979544,0.322588602,0.791537139,1.218557309,0.802057221
2018-06-08,0.653440642,-0.290507869,0.276486919,0.813616192,1.200730226,0.790651979
2018-06-09,0.629179446,-0.315831459,0.234805945,0.778819493,1.185483837,0.746694339
2018-06-10,0.441869941,-0.519085123,-0.02475285,0.429243733,0.877160968,0.53085654
2018-06-11,0.474634067,-0.48614321,0.008086706,0.468214926,0.906677655,0.578888127
2018-06-12,0.365506954,-0.574576939,-0.083485132,0.736200819,0.74861461,0.45494313
2018-06-13,0.319635693,-0.637915913,-0.255261268,0.6017294,0.664688239,0.369757876
2018-06-14,0.408504299,-0.549239646,-0.175056969,0.626665416,0.8479392,0.450040533
2018-06-15,0.337005432,-0.608848487,-0.202212755,0.604641838,0.723287968,0.378930282
2018-06-16,0.338602052,-0.583350478,-0.206001935,0.689241225,0.760755333,0.370122482
2018-06-17,0.3268539,-0.597216646,-0.219895593,0.66462419,0.764251361,0.350331299
2018-06-18,0.347179242,-0.533035774,-0.122639986,0.769499692,0.844247927,0.378291468
2018-06-19,0.369962637,-0.523466504,-0.118850807,0.835265314,0.926946697,0.414830427
2018-06-20,0.331346714,-0.521665497,-0.126429166,1.072324029,0.919620804,0.383688241
2018-06-21,0.305882483,-0.534419823,-0.147269653,1.114942426,0.881012672,0.370095363
2018-06-22,0.166887439,-0.710450839,-0.349359225,0.70474649,0.61403919,0.225976497
2018-06-23,0.152250519,-0.68898271,-0.366410533,0.730750399,0.651788505,0.239045066
2018-06-24,0.113894511,-0.68605363,-0.449140951,0.740846851,0.578710263,0.197148505
2018-06-25,0.132949984,-0.665359281,-0.464929199,0.873348906,0.590152604,0.210325552
2018-06-26,0.064852289,-0.707731567,-0.469349908,0.740167282,0.470706426,0.132727722
2018-06-27,0.074840446,-0.690440465,-0.495242635,0.810232217,0.512316051,0.176025455
2018-06-28,0.014510492,-0.759564028,-0.545765028,0.693374113,0.42556596,0.109998596
2018-06-29,0.062037782,-0.673773337,-0.501557934,0.794158333,0.484746929,0.123925949
2018-06-30,0.15078757,-0.623175118,-0.45608778,0.909310719,0.567901185,0.1635957
2018-07-01,0.184479962,-0.628128718,-0.462403079,0.891225728,0.56242728,0.14886983
2018-07-02,0.303818017,-0.565906775,-0.327255678,0.98443747,0.655375604,0.223490546
2018-07-03,0.247208559,-0.588955324,-0.368305122,0.921223838,0.607003849,0.220781613
2018-07-04,0.249473531,-0.570438096,-0.341780866,1.002272824,0.620549815,0.235305593
2018-07-05,0.234331634,-0.559105869,-0.392934789,1.081588216,0.651320046,0.209939853
2018-07-06,0.213263677,-0.549743747,-0.394197849,1.2382219,0.64958507,0.202485013
2018-07-07,0.245114388,-0.499764047,-0.363884413,1.317162975,0.726133397,0.242639902
2018-07-08,0.208102511,-0.522392978,-0.38535643,1.212966903,0.715111729,0.198260403
2018-07-09,0.167867689,-0.531147491,-0.390408669,1.213993191,0.661166268,0.187777223
2018-07-10,0.084850881,-0.643351662,-0.511662412,0.913942882,0.477872019,0.099705253
2018-07-11,0.104834621,-0.625706399,-0.502820994,0.959459987,0.530329772,0.115347158
2018-07-12,0.072887371,-0.67090958,-0.577973053,0.941236586,0.459003848,0.070542788
2018-07-13,0.152391616,-0.668392002,-0.561553276,0.935369965,0.476150016,0.080718614
2018-07-14,0.146487835,-0.658018885,-0.542607378,0.955687548,0.485080899,0.082315649
2018-07-15,0.184880974,-0.635261966,-0.53123984,0.979015066,0.544782342,0.102272562
2018-07-16,0.287777556,-0.531147491,-0.231894661,1.08766273,0.678412112,0.215291427
2018-07-17,0.397290829,-0.373306817,0.004297526,1.165508173,0.766654408,0.282143923
2018-07-18,0.46050955,-0.359754098,0.309958004,1.088799967,0.677783217,0.22429509
2018-07-19,0.471581924,-0.333574908,0.393319953,1.088966392,0.630530391,0.194294935
2018-07-20,0.33275768,-0.36429074,0.119235971,0.925093081,0.548460511,0.105587163
2018-07-21,0.343614696,-0.346536382,0.030821783,0.944703635,0.599374169,0.130946877
2018-07-22,0.392924259,-0.346754307,0.149549406,0.912625212,0.587320279,0.112568919
2018-07-23,0.346518316,-0.26702347,0.132498099,0.918450088,0.54913282,0.100410359
2018-07-24,0.414422931,-0.072706988,0.251857252,0.982801235,0.672838401,0.137615252
2018-07-25,0.411148004,-0.138884972,0.203229449,0.965340338,0.642996479,0.144262534
2018-07-26,0.351991381,-0.201501921,0.108499962,0.995920797,0.606318436,0.114404003
2018-07-27,0.357746638,-0.143348175,0.12428821,1.028110448,0.63073424,0.125598316
2018-07-28,0.341706178,-0.135953098,0.112920671,1.027874401,0.618728136,0.12569474
2018-07-29,0.341208627,-0.12878446,0.054188389,1.022507194,0.617717493,0.124606948
2018-07-30,0.272695068,-0.139132965,0.032716372,1.050924406,0.576146785,0.102914389
2018-07-31,0.192567028,-0.248132922,-0.174425439,0.929406402,0.475455998,0.070123942
2018-08-01,0.174773999,-0.29051053,-0.038646508,0.822866649,0.418547961,0.102146005
2018-08-02,0.108235793,-0.306248618,-0.173793909,0.755533859,0.383301368,0.055144958
2018-08-03,0.095715322,-0.342422019,-0.191476747,0.978709815,0.407769192,0.086232905
2018-08-04,0.075605338,-0.451830685,-0.300731422,0.953357597,0.360013359,0.049880768
2018-08-05,0.106602042,-0.442122518,-0.24263067,1.130517173,0.374170874,0.065341877
2018-08-06,0.097928312,-0.47391467,-0.279259405,1.265252236,0.357436777,0.006411278
2018-08-07,0.059498042,-0.528049445,-0.347464635,1.079632861,0.242740171,-0.093252757
2018-08-08,-0.02683825,-0.649931982,-0.509136293,0.776281512,0.140366437,-0.241090003
2018-08-09,0.045603736,-0.578426945,-0.420722105,0.771621611,0.179295566,-0.19641219
2018-08-10,-0.00750801,-0.682925649,-0.523661481,0.659367933,0.043045795,-0.275796892
2018-08-11,-0.036588771,-0.652675734,-0.516083122,0.51805922,-0.009281837,-0.333543274
2018-08-12,-0.032645491,-0.645329883,-0.516083122,0.50672845,-0.020307744,-0.343764299
2018-08-13,-0.10735245,-0.652174427,-0.562184806,0.349581622,-0.163770758,-0.40524714
2018-08-14,-0.168603244,-0.67883856,-0.607023429,0.304286278,-0.196575253,-0.414871537
2018-08-15,-0.165796164,-0.649190798,-0.579867643,0.483512159,-0.181688907,-0.39156989
2018-08-16,-0.163635157,-0.642049302,-0.586814472,0.604308988,-0.15704331,-0.360138429
2018-08-17,-0.055540277,-0.575048311,-0.483875096,0.682806124,-0.036968112,-0.136432972
2018-08-18,-0.130559134,-0.617791123,-0.522398421,0.517670895,-0.123358154,-0.255686302
2018-08-19,-0.110865013,-0.595363886,-0.472507558,0.526643978,-0.101575194,-0.204828264
2018-08-20,-0.175271917,-0.649188138,-0.538186669,0.401589442,-0.216601533,-0.279241064
2018-08-21,-0.166070931,-0.600080403,-0.503452524,0.437717541,-0.183510719,-0.231348088
2018-08-22,-0.20211741,-0.630610906,-0.572289284,0.374046101,-0.229501267,-0.277674162
2018-08-23,-0.185007585,-0.587513934,-0.52808219,0.407955199,-0.204504224,-0.253851218
2018-08-24,-0.172947536,-0.53708468,-0.502189464,0.423016664,-0.179073409,-0.254161585
2018-08-25,-0.171425177,-0.525305694,-0.537555139,0.417788144,-0.193478322,-0.252281302
2018-08-26,-0.178435452,-0.540545135,-0.516083122,0.418911513,-0.212775901,-0.265702424
2018-08-27,-0.127002013,-0.492213841,-0.479454387,0.431324046,-0.167639803,-0.226147177
2018-08-28,-0.088267272,-0.434547832,-0.38788255,0.518253383,-0.120378371,-0.181146944
2018-08-29,-0.08834896,-0.447931586,-0.388514079,0.481556665,-0.151551934,-0.202342313
2018-08-30,-0.124803876,-0.466713171,-0.009596132,0.469102526,-0.174137324,-0.230543544
2018-08-31,-0.112654713,-0.450541895,0.99327337,0.451100886,-0.178912973,-0.230881031
2018-09-01,-0.078264263,-0.408126103,1.930463761,0.510486882,-0.125401158,-0.19354958
2018-09-02,-0.096049866,-0.386472646,1.122737002,0.525021334,-0.129608542,-0.209212578
2018-09-03,-0.102176431,-0.389922192,1.291355489,0.627012135,-0.151781861,-0.228985681
2018-09-04,-0.089863892,-0.362238947,1.293250079,0.615085009,-0.167119324,-0.241969879
2018-09-05,-0.221276848,-0.517229568,1.079792968,0.325033931,-0.398707357,-0.386760704
2018-09-06,-0.213130374,-0.589069742,1.129683831,0.338542096,-0.407885508,-0.329180053
2018-09-07,-0.247906983,-0.605990318,1.317248215,0.298919072,-0.464325087,-0.363154716
2018-09-08,-0.29059243,-0.671680699,1.560387232,0.204847327,-0.54783072,-0.399621358
2018-09-09,-0.302414844,-0.651277981,1.64690683,0.235386319,-0.552285372,-0.401589025
2018-09-10,-0.325695789,-0.643419781,2.318223127,0.245982046,-0.551613063,-0.426776982
2018-09-11,-0.347937076,-0.645735798,1.962671786,0.246606139,-0.603719509,-0.446697736
2018-09-12,-0.375918768,-0.637398242,2.042244555,0.159787752,-0.611245079,-0.427482088
2018-09-13,-0.353016555,-0.59230123,2.104766017,0.220740917,-0.489695147,-0.395854765
2018-09-14,-0.364757281,-0.59355463,1.868573829,0.202031971,-0.48798188,-0.406172215
2018-09-15,-0.356781607,-0.585246876,1.859100881,0.253637597,-0.438859589,-0.39156085
2018-09-16,-0.352021452,-0.592336619,2.090240829,0.232695781,-0.449638288,-0.394098026
2018-09-17,-0.397053559,-0.656634703,1.908360214,0.111191646,-0.548160387,-0.420961364
2018-09-18,-0.355979584,-0.632085026,1.742899377,0.146404407,-0.495676557,-0.271475857
2018-09-19,-0.334295258,-0.624662808,1.507970249,0.173018542,-0.495702634,-0.258841199
2018-09-20,-0.266398069,-0.591658231,1.562281822,0.225941699,-0.432279603,0.114397976
2018-09-21,-0.221002081,-0.533000252,1.555334992,0.294633627,-0.336884879,0.450510604
2018-09-22,-0.253773633,-0.53653428,1.602068206,0.259545685,-0.363361024,0.478642529
2018-09-23,-0.205050735,-0.539626871,1.692376984,0.285258351,-0.346661606,0.478314083
2018-09-24,-0.257033708,-0.571021092,1.550914283,0.209742997,-0.414326703,0.249374569
2018-09-25,-0.269851224,-0.611603147,1.556598052,0.214402897,-0.458677647,0.346489375
2018-09-26,-0.281376592,-0.59838011,1.562281822,0.201463352,-0.470206756,0.314449233
2018-09-27,-0.232921034,-0.548858211,1.678483325,0.260128172,-0.415350323,0.39000105
2018-09-28,-0.247543102,-0.5577463,1.64816989,0.238229413,-0.441774444,0.383163932
2018-09-29,-0.243280498,-0.569236449,1.669641907,0.258255891,-0.401726256,0.479938237
2018-09-30,-0.238906503,-0.562806069,1.695534633,0.248284258,-0.396464811,0.511107543
2018-10-01,-0.244297879,-0.572598719,1.71826971,0.231516937,-0.405486829,0.4957067
2018-10-02,-0.258734294,-0.581732006,1.64374918,0.22570593,-0.42104548,0.32809635
2018-10-03,-0.271626071,-0.596312085,1.567965591,0.218646736,-0.450072069,0.350168582
2018-10-04,-0.26780161,-0.576121838,1.530705326,0.208744447,-0.442572506,0.345479928
2018-10-05,-0.255273713,-0.563645306,1.545862044,0.209659784,-0.419223737,0.322639311
2018-10-06,-0.267809036,-0.572955674,1.467552335,0.190867625,-0.429985098,0.229396563
2018-10-07,-0.242894339,-0.568966637,1.478288343,0.188107744,-0.425651897,0.211187348
2018-10-08,-0.228420794,-0.555539245,1.488392822,0.195985195,-0.412049474,0.234425717
2018-10-09,-0.230277329,-0.558152215,1.524390027,0.187455912,-0.41757116,0.204612385
2018-10-10,-0.24273839,-0.573713222,1.471973044,0.178316405,-0.427170049,0.151970489
2018-10-11,-0.344773541,-0.663435609,1.123368532,-0.051280783,-0.584491356,-0.086852563
2018-10-12,-0.327879074,-0.658438503,1.279356421,-0.01084505,-0.553139821,0.021580099
2018-10-13,-0.328703376,-0.655329548,1.238306976,-0.008244659,-0.539632841,0.020865953
2018-10-14,-0.342144687,-0.653983549,1.223150258,-0.018533886,-0.557529415,-0.026117014
2018-10-15,-0.316182905,-0.570713229,1.261042053,0.032698671,-0.496852068,0.106557438
2018-10-16,-0.308571113,-0.570830441,1.134104541,0.023966904,-0.495047666,0.175672902
2018-10-17,-0.296733847,-0.58491174,0.870125037,0.036670681,-0.508220676,0.169477611
2018-10-18,-0.313643166,-0.603363645,0.735609166,0.007239803,-0.524403853,0.137922606
2018-10-19,-0.308407738,-0.606442532,0.788657678,0.007790392,-0.522777289,0.127234523
2018-10-20,-0.304650111,-0.599963192,0.839811601,0.020316649,-0.515390571,0.142219535
2018-10-21,-0.308132971,-0.601826862,0.818339584,0.013643006,-0.516639751,0.134815921
2018-10-22,-0.308853306,-0.600516253,0.722978567,0.063307006,-0.521402296,0.124013333
2018-10-23,-0.316524508,-0.603627869,0.600461764,0.035611109,-0.520135775,0.150979122
2018-10-24,-0.319658338,-0.598151275,0.435632457,0.024452311,-0.522235101,0.136452128
2018-10-25,-0.323089215,-0.603478062,0.313115654,0.01416031,-0.527149542,0.138907947
2018-10-26,-0.324173431,-0.60389768,0.481734141,0.013426653,-0.524503659,0.142632353
2018-10-27,-0.330314848,-0.602363691,0.614986952,0.008787556,-0.520682266,0.133773328
2018-10-28,-0.328235529,-0.600726062,0.531625004,0.009963626,-0.515668154,0.152027741
2018-10-29,-0.354516635,-0.642621521,0.395214542,-0.064664128,-0.550884366,0.089074422
2018-10-30,-0.354368112,-0.642174628,0.397109132,-0.074204443,-0.549544051,0.098852496
2018-10-31,-0.353937396,-0.646714065,0.34279756,-0.077863019,-0.550303128,0.109769588
2018-11-01,-0.345308223,-0.630319409,0.351007449,-0.068661103,-0.543835921,0.131887018
2018-11-02,-0.332557542,-0.627414808,0.348481329,-0.055652213,-0.536188897,0.140815349
2018-11-03,-0.340763426,-0.634820662,0.323220132,-0.05995014,-0.538136393,0.131721288
2018-11-04,-0.305489265,-0.630768962,0.287222927,-0.024344893,-0.506472666,0.152886524
2018-11-05,-0.306090782,-0.618908154,0.253120312,-0.01973908,-0.499510924,0.257510409
2018-11-06,-0.27041561,-0.607641518,0.299853526,0.046653409,-0.458907574,0.413200246
2018-11-07,-0.288297753,-0.588805385,0.262593261,0.013276871,-0.464411854,0.372903734
